keyid,village,intervention,date0,resurvey0,respondent0,homegarden0,va_exposed0,vaknowledgecountgen0,va_sourcegen0,ofsp_known0,ofspknowledgecountgen0,grew_ofsp0,ofsp_future0,goodrf_optionscountgen0,boughtofsp0,freeofsp0,planbuy0,gender0,widow0,education0,electricity0,house0,totalgoods0,sec0,evergrew0,ofspfreqad0,ofspfreqch0,date1,resurvey1,respondent1,ageofhh1,ageofspouse1,homegarden1,toilet1,vas1,va_exposed1,vaknowledgecountgen1,va_sourcegen1,ofsp_known1,ofspknowledgecountgen1,grew_ofsp1,ofsp_future1,price1,amount1,freechoice1,duration1,adult_ate1,child_ate1,adult_greens1,child_greens1,age_for_food1,goodrf_optionscountgen1,boughtofsp1,freeofsp1,planbuy1,nutreventcount1,ageventcount1,evergrew1,adultofspdiet1,childofspdiet1,ofspfreqad1,ofspfreqch1
108097,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,0,,,,1 Female,0,5 High School,1 Full,Kutcha,8,A2,0,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108098,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,0,,,19aug2018,0,Head of Household,42,40,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,7,0,0,0,0,0,1,0,,,0,0
108099,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,0 No,2 Undecided,1,,,,1 Female,1,1 Illiterate,1 Full,Hut,2,D2,0,,,21aug2018,0,Spouse of Head,56,50,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",5,0 No,1 Yes,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,6 No children in this household,5 Did not eat,,6,0,0,1,0,0,1,0,1.5,,1,
108100,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,2 No Formal Education,1 Full,Pucca,4,C1,0,,,19aug2018,0,Head of Household,36,31,0 No,1 The toilet is working and is used,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",0,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,0,0,0,0,,,0,0
108101,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",2,0 No,1 Yes,2,,,,1 Female,0,1 Illiterate,1 Full,Pucca,2,D2,0,,,21aug2018,0,Spouse of Head,50,35,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,1,2,0,,,0,0
108102,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",0,0 No,1 Yes,0,,,,1 Female,0,4 9th Standard,3 None,Semi-pucca,3,C2,0,,,21aug2018,0,Spouse of Head,50,45,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,1,0,0,,,0,0
108103,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,3 4th Standard,1 Full,Pucca,7,A3,0,,,19aug2018,0,Spouse of Head,45,40,0 No,1 The toilet is working and is used,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,0,1,0,0,,,0,0
108104,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,1,1 Illiterate,1 Full,Kutcha,1,E1,0,,,21aug2018,0,Spouse of Head,70,66,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,7,0,0,0,0,0,1,0,,,0,0
108105,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,0,,,,1 Female,0,3 4th Standard,1 Full,Kutcha,3,C2,1,,,19aug2018,0,Spouse of Head,40,38,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,1 Yes,1 Yes,,,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,8,2,0,0,1,1,5,1,1.5,1.5,1,1
108106,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",2,0 No,1 Yes,0,,,,0 Male,0,4 9th Standard,1 Full,Pucca,6,B1,0,,,21aug2018,0,Spouse of Head,50,45,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",0,3,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,1,0,,,0,0
108107,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,1 Yes,"2 Has heard of vitamins, but not A",0,0,"2 Yes, saw it only",0,1 Yes,1 Yes,0,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,4,C2,1,,,21aug2018,0,Spouse of Head,35,32,1 Yes,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",6,1 Yes,1 Yes,,,,,,,2 Ate a few times,2 Ate a few times,6,1,0,0,0,2,2,1,,,0,0
108108,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,3 4th Standard,1 Full,Pucca,3,C2,0,,,19aug2018,0,Head of Household,38,33,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,7,1,0,0,0,0,0,0,,,0,0
108109,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"3 Yes, heard about it only",0,0 No,1 Yes,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,7,B2,0,,,21aug2018,0,Spouse of Head,60,56,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,1 Yes,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,5 Only ate it one or two times total,6 No children in this household,5 Did not eat,,6,0,0,1,0,0,0,0,1.5,,1,
108110,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,1,3 4th Standard,1 Full,Pucca,5,B2,0,,,06sep2018,1,Head of Household,70,65,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",5,0 No,0 No,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,6 No children in this household,6 No children in this household,5 Did not eat,,6,2,0,1,0,0,0,0,,,,
108111,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,2 No Formal Education,2 Partial,Semi-pucca,3,C2,0,,,21aug2018,0,Spouse of Head,60,55,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,0,0,,,0,0
108112,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,1,E1,0,,,19aug2018,0,Spouse of Head,50,45,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,1 Yes,30,3,,1 A few days only,3 Once or twice a week,3 Once or twice a week,5 Did not eat,5 Did not eat,6,1,1,0,0,1,2,0,.54545456,.54545456,1,1
108113,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,0 Male,0,6 Diploma,2 Partial,Pucca,4,B1,1,,,19aug2018,0,Head of Household,52,47,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,0,1,,,0,0
108114,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,5 High School,1 Full,Pucca,7,A3,0,,,21aug2018,0,Head of Household,48,43,0 No,1 The toilet is working and is used,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was","3 Yes, has heard about vitamin A",3,3,"1 Yes, have seen and heard",2,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,0,0,0,0,,,0,0
108115,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,4,C2,0,,,06sep2018,1,Spouse of Head,35,30,0 No,3 There is no toilet facility. ,1 Has heard of VA supplements and child has received,"3 Yes, has heard about vitamin A",4,7,"1 Yes, have seen and heard",4,0 No,1 Yes,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,12,2,0,1,0,0,1,0,1.5,1.5,1,1
108116,Junarbi,Ag + Nutrition,26dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",1,0 No,0 No,1,,,,0 Male,0,4 9th Standard,1 Full,Semi-pucca,1,D2,1,,,21aug2018,0,Head of Household,50,48,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",1,2,"1 Yes, have seen and heard",4,1 Yes,1 Yes,,,,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,1,0,0,0,1,3,1,1.5,1.5,1,1
108117,Junarbi,Ag + Nutrition,27dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"2 Yes, saw it only",0,0 No,1 Yes,0,,,,1 Female,0,1 Illiterate,1 Full,Pucca,2,D2,0,,,21aug2018,0,Spouse of Head,99,60,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,,,,,2 Ate a few times,2 Ate a few times,6,1,0,0,0,3,2,0,,,0,0
108118,Junarbi,Ag + Nutrition,09jan2018,1,Head of Household,0 No,"3 Yes, has heard about vitamin A",1,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,3 4th Standard,3 None,Pucca,3,C2,0,,,21aug2018,0,Head of Household,55,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,0,0,0,0,,,0,0
108119,Junarbi,Ag + Nutrition,09jan2018,1,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,1 Illiterate,3 None,Semi-pucca,2,D2,0,,,19aug2018,0,Head of Household,50,45,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,9,0,0,0,0,0,0,0,,,0,0
108120,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108121,Junarbi,Ag + Nutrition,09jan2018,1,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,1,1 Illiterate,1 Full,Pucca,4,C2,0,,,06sep2018,1,Spouse of Head,48,,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"3 Yes, heard about it only",0,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,0,0,,,0,0
108122,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108123,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108124,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108125,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,1,1,0,,,0,0
108126,Junarbi,Ag + Nutrition,09jan2018,1,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,1,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,2,D2,1,,,21aug2018,0,Head of Household,38,35,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,1 Yes,1 Yes,,,,,,,5 Did not eat,5 Did not eat,10,0,0,0,0,0,0,1,,,0,0
108127,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108128,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108129,Junarbi,Ag + Nutrition,09jan2018,1,Spouse of Head,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,3 None,Semi-pucca,1,E1,0,,,21aug2018,0,Head of Household,34,30,0 No,3 There is no toilet facility. ,"3 Has not heard of VA suppplements but child received some supplement, unsure what it was",1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,1 Yes,,,1 I asked for the OFSP ,3 More than a week but less than 2 weeks,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,8,0,0,1,0,0,0,0,1.5,1.5,1,1
108130,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108131,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108132,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108133,Junarbi,Ag + Nutrition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0 No,,,,,,,,,,,0,,,,0,0,0,,,0,0
108200,Junarbi,Ag + Nutrition,27dec2017,0,Head of Household,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,0 Male,0,3 4th Standard,1 Full,Pucca,7,A3,0,,,19aug2018,0,Spouse of Head,28,26,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,8,0,0,0,1,,,0,,,0,0
108201,Junarbi,Ag + Nutrition,26dec2017,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,1 Full,Semi-pucca,1,E1,0,,,19aug2018,0,Spouse of Head,36,32,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,0 No,0 No,,,2 It was given to me without my asking,1 A few days only,4 Less than once a week,5 Only ate it one or two times total,3 Ate once – Liked it,3 Ate once – Liked it,7,0,0,1,0,,,0,.40000001,1.5,1,1
109001,Pachurukhi,Ag Only,02jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,0,,,,1 Female,0,1 Illiterate,1 Full,Semi-pucca,6,C1,1,,,23aug2018,0,Spouse of Head,45,35,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,1 Yes,1 Yes,,,,2 About a week,1 Nearly every day,6 No children in this household,2 Ate a few times,,6,0,0,0,0,0,4,1,8.75,,3,
109002,Pachurukhi,Ag Only,02jan2018,0,Head of Household,1 Yes,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,1 Illiterate,1 Full,Pucca,6,C1,0,,,23aug2018,0,Spouse of Head,65,60,0 No,2 The toilet is not working or is not being used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,1 Yes,,,,,,,5 Did not eat,5 Did not eat,7,1,0,0,0,0,1,0,,,0,0
109003,Pachurukhi,Ag Only,03jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,1 Yes,,0,,,,1 Female,0,4 9th Standard,1 Full,Pucca,2,D1,1,,,24aug2018,0,Head of Household,67,62,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,1 Yes,1 Yes,,,,1 A few days only,5 Only ate it one or two times total,6 No children in this household,5 Did not eat,,12,0,0,0,0,0,2,1,1.5,,1,
109004,Pachurukhi,Ag Only,02jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,4 9th Standard,1 Full,Pucca,8,A3,0,,,24aug2018,0,Spouse of Head,50,45,0 No,1 The toilet is working and is used,4 Has not heard of VA supplements and child has not received,"2 Has heard of vitamins, but not A",0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,0,0,,,0,0
109005,Pachurukhi,Ag Only,02jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,3,D1,0,,,24aug2018,0,Head of Household,35,30,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,2,0,0,0,0,0,0,,,0,0
109006,Pachurukhi,Ag Only,02jan2018,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,3 4th Standard,1 Full,Semi-pucca,7,A3,0,,,23aug2018,0,Spouse of Head,30,28,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,"3 Yes, has heard about vitamin A",1,0,"1 Yes, have seen and heard",1,0 No,1 Yes,,,2 It was given to me without my asking,3 More than a week but less than 2 weeks,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,2,0,1,0,0,0,0,1.5,1.5,1,1
109007,Pachurukhi,Ag Only,03jan2018,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,0 Male,0,5 High School,1 Full,Pucca,8,A2,0,,,23aug2018,0,Spouse of Head,50,45,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,,,,,,,,,6,0,0,0,0,0,0,0,,,0,0
109008,Pachurukhi,Ag Only,03jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,4 9th Standard,2 Partial,Pucca,6,B1,0,,,23aug2018,0,Spouse of Head,27,24,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",0,0 No,0 No,,,2 It was given to me without my asking,1 A few days only,5 Only ate it one or two times total,5 Only ate it one or two times total,5 Did not eat,5 Did not eat,6,1,0,1,0,0,0,0,1.5,1.5,1,1
109009,Pachurukhi,Ag Only,03jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,0,,,,1 Female,0,1 Illiterate,2 Partial,Pucca,2,D2,0,,,24aug2018,0,Spouse of Head,,65,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",1,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,1,0,0,1,0,2,0,,,0,0
109010,Pachurukhi,Ag Only,02jan2018,0,Spouse of Head,0 No,1 Has not heard of vitamins,0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,4,C2,0,,,24aug2018,0,Spouse of Head,45,40,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",3,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,0,0,0,0,,,0,0
109011,Pachurukhi,Ag Only,02jan2018,0,Head of Household,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,1 Yes,,0,,,,0 Male,0,2 No Formal Education,1 Full,Semi-pucca,4,C1,1,,,23aug2018,0,Head of Household,65,60,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",4,1 Yes,1 Yes,,,,2 About a week,1 Nearly every day,1 Nearly every day,5 Did not eat,5 Did not eat,6,0,0,0,0,0,1,1,8.75,8.75,3,3
109012,Pachurukhi,Ag Only,03jan2018,0,Spouse of Head,0 No,"2 Has heard of vitamins, but not A",0,0,"4 No, have neither seen nor heard",0,0 No,,1,,,,1 Female,0,1 Illiterate,1 Full,Pucca,6,C1,0,,,23aug2018,0,Spouse of Head,35,33,0 No,3 There is no toilet facility. ,4 Has not heard of VA supplements and child has not received,1 Has not heard of vitamins,0,0,"1 Yes, have seen and heard",2,0 No,0 No,,,,,,,5 Did not eat,5 Did not eat,6,0,0,0,1,0,2,0,,,0,0
